iid,id,gender,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,age,field,race,from
33,13,0,5,6,7,6,6,3,6,30,Educational Psychology,2,Michigan
33,13,0,5,8,8,5,,3,5,30,Educational Psychology,2,Michigan
33,13,0,7,7,8,8,8,7,8,30,Educational Psychology,2,Michigan
33,13,0,6,8,8,8,8,5,7,30,Educational Psychology,2,Michigan
33,13,0,6,9,8,6,5,4,6,30,Educational Psychology,2,Michigan
33,13,0,5,7,6,6,6,6,5,30,Educational Psychology,2,Michigan
33,13,0,7,9,9,7,9,7,7,30,Educational Psychology,2,Michigan
33,13,0,5,8,8,7,7,7,6,30,Educational Psychology,2,Michigan
33,13,0,6,9,9,8,8,7,8,30,Educational Psychology,2,Michigan
34,14,0,8,7,6,8,6,4,5,21,Applied Maths/Econs,4,SIngapore
34,14,0,10,10,10,10,10,,8,21,Applied Maths/Econs,4,SIngapore
34,14,0,6,9,7,6,6,3,5,21,Applied Maths/Econs,4,SIngapore
34,14,0,6,5,5,6,7,2,6,21,Applied Maths/Econs,4,SIngapore
34,14,0,8,7,8,7,6,6,8,21,Applied Maths/Econs,4,SIngapore
34,14,0,7,7,7,7,7,7,7,21,Applied Maths/Econs,4,SIngapore
34,14,0,7,7,7,9,8,7,8,21,Applied Maths/Econs,4,SIngapore
34,14,0,5,6,7,7,7,6,6,21,Applied Maths/Econs,4,SIngapore
34,14,0,7,7,7,5,5,3,7,21,Applied Maths/Econs,4,SIngapore
34,14,0,8,8,7,6,7,6,6,21,Applied Maths/Econs,4,SIngapore
34,14,0,7,7,,,9,,7,21,Applied Maths/Econs,4,SIngapore
34,14,0,6,6,8,2,8,1,6,21,Applied Maths/Econs,4,SIngapore
34,14,0,6,6,6,5,5,5,5,21,Applied Maths/Econs,4,SIngapore
34,14,0,8,8,8,8,8,7,8,21,Applied Maths/Econs,4,SIngapore
34,14,0,8,8,7,8,7,7,7,21,Applied Maths/Econs,4,SIngapore
34,14,0,8,9,10,9,10,9,10,21,Applied Maths/Econs,4,SIngapore
35,15,0,5,6,6,5,7,3,3,25,Mathematics,2,Brazil
35,15,0,10,5,10,5,5,,,25,Mathematics,2,Brazil
35,15,0,3,8,7,7,10,4,4,25,Mathematics,2,Brazil
35,15,0,7,4,7,3,7,5,5,25,Mathematics,2,Brazil
35,15,0,8,7,8,,8,6,8,25,Mathematics,2,Brazil
35,15,0,8,6,7,6,7,7,7,25,Mathematics,2,Brazil
35,15,0,8,8,8,6,9,8,8,25,Mathematics,2,Brazil
35,15,0,7,5,6,5,6,4,6,25,Mathematics,2,Brazil
35,15,0,7,7,8,5,5,4,6,25,Mathematics,2,Brazil
35,15,0,8,8,10,5,6,5,7,25,Mathematics,2,Brazil
35,15,0,7,,,,,,7,25,Mathematics,2,Brazil
35,15,0,8,4,8,1,7,1,3,25,Mathematics,2,Brazil
35,15,0,7,7,8,6,6,5,6,25,Mathematics,2,Brazil
35,15,0,8,7,8,8,8,6,8,25,Mathematics,2,Brazil
35,15,0,8,8,9,7,8,7,7,25,Mathematics,2,Brazil
35,15,0,8,8,8,9,9,8,8,25,Mathematics,2,Brazil
36,16,0,5,8,9,7,8,4,3,26,Statistics,2,Brandeis University
36,16,0,5,5,5,5,5,,,26,Statistics,2,Brandeis University
36,16,0,4,7,7,5,6,,4,26,Statistics,2,Brandeis University
36,16,0,6,5,5,4,5,4,5,26,Statistics,2,Brandeis University
36,16,0,7,7,7,5,6,7,9,26,Statistics,2,Brandeis University
36,16,0,7,7,8,7,7,7,7,26,Statistics,2,Brandeis University
36,16,0,6,7,8,6,9,7,6,26,Statistics,2,Brandeis University
36,16,0,6,6,6,5,8,4,5,26,Statistics,2,Brandeis University
36,16,0,6,8,7,7,9,4,6,26,Statistics,2,Brandeis University
36,16,0,8,8,7,7,10,5,8,26,Statistics,2,Brandeis University
36,16,0,7,,,,,,7,26,Statistics,2,Brandeis University
36,16,0,5,6,8,5,5,2,5,26,Statistics,2,Brandeis University
36,16,0,6,6,6,7,5,5,6,26,Statistics,2,Brandeis University
36,16,0,7,8,8,7,8,6,6,26,Statistics,2,Brandeis University
36,16,0,9,8,7,6,7,6,7,26,Statistics,2,Brandeis University
36,16,0,6,9,9,8,9,7,7,26,Statistics,2,Brandeis University
37,17,0,4,6,8,7,6,3,1,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,5,5,5,5,5,,,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,4,8,9,6,4,,4,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,4,6,7,3,6,4,4,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,5,5,6,5,7,5,6,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,6,7,6,6,5,6,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,6,8,9,8,9,7,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,,3,8,4,6,3,4,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,3,6,6,5,4,4,4,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,6,8,8,6,8,3,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,5,,,,,,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,2,9,9,3,7,7,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,5,7,6,7,6,5,6,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,7,8,8,7,8,7,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,6,8,7,6,8,6,7,27,Organizational Psychology,2,"Cincinnati, OH"
37,17,0,6,9,9,7,7,,7,27,Organizational Psychology,2,"Cincinnati, OH"
38,19,0,8,9,10,9,10,7,3,23,Law,1,New York
38,19,0,5,5,5,5,5,,,23,Law,1,New York
38,19,0,6,10,9,8,10,,8,23,Law,1,New York
38,19,0,4,6,7,6,7,2,5,23,Law,1,New York
38,19,0,7,6,6,7,6,5,7,23,Law,1,New York
38,19,0,6,6,7,9,7,7,7,23,Law,1,New York
38,19,0,8,8,8,10,8,7,8,23,Law,1,New York
38,19,0,6,7,7,6,6,6,6,23,Law,1,New York
38,19,0,7,7,7,8,,6,8,23,Law,1,New York
38,19,0,8,7,7,8,8,4,8,23,Law,1,New York
38,19,0,,,,,,,7,23,Law,1,New York
38,19,0,6,8,8,6,7,7,8,23,Law,1,New York
38,19,0,7,7,7,7,7,5,5,23,Law,1,New York
38,19,0,6,9,9,8,9,6,6,23,Law,1,New York
38,19,0,6,8,9,7,8,6,6,23,Law,1,New York
38,19,0,8,10,10,10,10,10,10,23,Law,1,New York
39,20,0,3,10,9,10,4,4,3,24,Law,3,Los Angeles
39,20,0,5,5,5,10,5,,,24,Law,3,Los Angeles
39,20,0,4,9,8,6,6,5,6,24,Law,3,Los Angeles
39,20,0,3,7,7,7,5,3,6,24,Law,3,Los Angeles
39,20,0,8,5,5,5,5,4,5,24,Law,3,Los Angeles
39,20,0,5,7,5,5,6,5,5,24,Law,3,Los Angeles
39,20,0,6,8,7,9,7,6,8,24,Law,3,Los Angeles
39,20,0,3,7,6,5,5,6,5,24,Law,3,Los Angeles
39,20,0,3,5,5,6,5,3,4,24,Law,3,Los Angeles
39,20,0,7,8,7,8,4,5,7,24,Law,3,Los Angeles
39,20,0,,,,,,,8,24,Law,3,Los Angeles
39,20,0,1,8,8,8,8,9,9,24,Law,3,Los Angeles
39,20,0,4,6,6,6,7,5,5,24,Law,3,Los Angeles
39,20,0,5,8,8,7,9,6,6,24,Law,3,Los Angeles
39,20,0,3,8,7,8,7,5,6,24,Law,3,Los Angeles
39,20,0,5,9,10,9,10,9,8,24,Law,3,Los Angeles
40,1,1,6,8,7,9,5,7,9,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,5,7,7,6,7,5,6,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,5,7,6,6,6,7,8,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,5,6,7,7,7,,6,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,7,8,9,6,8,5,6,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,2,5,5,3,5,2,2,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,2,6,6,6,6,,3,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,3,6,6,6,5,2,2,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,4,9,4,4,5,,5,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,3,6,6,5,6,5,6,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,4,6,6,6,6,4,5,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,4,8,7,9,,6,5,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,6,8,7,10,7,4,8,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,4,4,5,4,4,,5,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,6,8,9,7,7,8,7,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,2,5,2,3,1,3,2,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,2,4,5,4,4,3,3,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,2,8,10,3,10,3,5,25,Operations Research,4,"SF Bay Area, CA"
40,1,1,6,7,9,9,9,8,7,25,Operations Research,4,"SF Bay Area, CA"
41,2,1,5,8,7,5,9,5,7,30,law,4,China
41,2,1,4,7,6,6,7,2,3,30,law,4,China
41,2,1,5,7,7,6,6,7,7,30,law,4,China
41,2,1,7,8,,,8,,8,30,law,4,China
41,2,1,5,8,8,6,8,5,7,30,law,4,China
41,2,1,2,5,5,3,5,2,2,30,law,4,China
41,2,1,1,6,4,2,1,,2,30,law,4,China
41,2,1,2,6,5,4,5,2,2,30,law,4,China
41,2,1,4,8,6,3,6,,4,30,law,4,China
41,2,1,8,9,8,5,9,5,8,30,law,4,China
41,2,1,3,6,6,3,6,2,,30,law,4,China
41,2,1,7,8,9,,9,7,7,30,law,4,China
41,2,1,2,6,7,4,6,2,5,30,law,4,China
41,2,1,3,4,7,4,4,,5,30,law,4,China
41,2,1,5,9,8,6,7,6,6,30,law,4,China
41,2,1,1,2,2,1,8,2,2,30,law,4,China
41,2,1,2,5,6,3,4,3,3,30,law,4,China
41,2,1,1,1,10,1,10,1,1,30,law,4,China
41,2,1,3,10,9,6,8,,5,30,law,4,China
42,3,1,8,9,8,8,7,6,9,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,5,6,6,5,6,3,3,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,6,7,6,6,6,6.5,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,8,,7,,,7,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,7,8,7,9,7,7,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,2,5,5,3,7,3,3,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,1,4,6,2,6,1,2,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,3,5,8,5,8,3,3,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,8,7,5,5,,6,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,7,8,7,8,7,8,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,4,5,6,5,6,4,5,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,5,6,6,7,8,,6,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,8,6,6,6,5,5,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,5,4,5,6,7,6,5,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,6,8,9,8,7,9,8,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,2,2,4,1,5,1,2,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,4,4,6,7,5,4,4,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,8,8,10,7,7,7,8,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
42,3,1,5,5,9,7,9,,6.5,23,Mechanical Engineering,4,San Francisco(home)/Los Angeles(undergrad)
43,4,1,5,8,8,4,9,3,6,24,Economics,2,Spain
43,4,1,5,7,7,5,7,3,4,24,Economics,2,Spain
43,4,1,5,7,8,6,6,7,7,24,Economics,2,Spain
43,4,1,7,8,8,8,,,7,24,Economics,2,Spain
43,4,1,4,5,10,4,10,4,4,24,Economics,2,Spain
43,4,1,2,6,7,1,7,2,2,24,Economics,2,Spain
43,4,1,1,6,7,6,4,3,2,24,Economics,2,Spain
43,4,1,4,6,5,4,4,3,3,24,Economics,2,Spain
43,4,1,5,7,5,3,5,,5,24,Economics,2,Spain
43,4,1,4,6,6,5,7,6,6,24,Economics,2,Spain
43,4,1,4,5,6,5,5,5,5,24,Economics,2,Spain
43,4,1,5,7,7,6,9,5,5,24,Economics,2,Spain
43,4,1,5,7,7,5,7,5,6,24,Economics,2,Spain
43,4,1,4,4,6,4,6,,5,24,Economics,2,Spain
43,4,1,6,8,8,8,7,7,8,24,Economics,2,Spain
43,4,1,1,1,1,1,1,1,1,24,Economics,2,Spain
43,4,1,4,7,8,2,6,2,3,24,Economics,2,Spain
43,4,1,3,7,10,4,8,2,5,24,Economics,2,Spain
43,4,1,7,9,8,7,6,5,8,24,Economics,2,Spain
44,5,1,7,7,8,5,7,2,6,24,Psychology,2,Israel
44,5,1,6,8,8,7,7,6,6,24,Psychology,2,Israel
44,5,1,7,7,7,6,6,9,9,24,Psychology,2,Israel
44,5,1,5,8,8,,8,6,7,24,Psychology,2,Israel
44,5,1,6,7,9,7,9,3,5,24,Psychology,2,Israel
44,5,1,3,8,7,6,6,4,5,24,Psychology,2,Israel
44,5,1,1,3,4,2,2,1,1,24,Psychology,2,Israel
44,5,1,4,6,7,4,5,2,2,24,Psychology,2,Israel
44,5,1,8,6,7,3,7,2,6,24,Psychology,2,Israel
44,5,1,6,9,7,5,6,3,7,24,Psychology,2,Israel
44,5,1,4,6,7,5,8,5,5,24,Psychology,2,Israel
44,5,1,5,7,9,5,4,6,6,24,Psychology,2,Israel
44,5,1,5,6,6,2,5,7,4,24,Psychology,2,Israel
44,5,1,4,6,5,4,5,3,5,24,Psychology,2,Israel
44,5,1,5,8,7,7,7,5,6,24,Psychology,2,Israel
44,5,1,1,1,1,1,1,1,1,24,Psychology,2,Israel
44,5,1,7,6,8,6,9,6,7,24,Psychology,2,Israel
44,5,1,5,10,7,4,5,7,5,24,Psychology,2,Israel
44,5,1,4,7,7,4,5,1,2,24,Psychology,2,Israel
45,6,1,6,8,8,6,8,4,5,28,Finance,2,Switzerland
45,6,1,6,7,7,4,6,6,6,28,Finance,2,Switzerland
45,6,1,6,7,7,6,7,5,7,28,Finance,2,Switzerland
45,6,1,7,7,8,,8,,8,28,Finance,2,Switzerland
45,6,1,6,8,7,5,8,7,7,28,Finance,2,Switzerland
45,6,1,4,7,6,1,4,3,2,28,Finance,2,Switzerland
45,6,1,3,6,6,4,5,1,1,28,Finance,2,Switzerland
45,6,1,4,6,5,3,3,3,3,28,Finance,2,Switzerland
45,6,1,6,8,7,4,7,2,6,28,Finance,2,Switzerland
45,6,1,4,5,5,2,6,5,4,28,Finance,2,Switzerland
45,6,1,4,5,7,3,6,4,5,28,Finance,2,Switzerland
45,6,1,8,8,9,5,9,6,8,28,Finance,2,Switzerland
45,6,1,6,6,7,3,7,3,5,28,Finance,2,Switzerland
45,6,1,4,5,6,5,6,5,5,28,Finance,2,Switzerland
45,6,1,7,8,9,7,8,9,8,28,Finance,2,Switzerland
45,6,1,2,2,5,2,8,4,3,28,Finance,2,Switzerland
45,6,1,6,4,7,4,5,2,4,28,Finance,2,Switzerland
45,6,1,6,6,8,3,8,3,4,28,Finance,2,Switzerland
45,6,1,4,5,7,1,5,1,5,28,Finance,2,Switzerland
46,7,1,6,8,8,6,8,5,8,26,Finanace,2,Italy
46,7,1,8,7,7,7,6,7,7,26,Finanace,2,Italy
46,7,1,7,6,7,7,7,6,7,26,Finanace,2,Italy
46,7,1,9,8,7,8,,8,8,26,Finanace,2,Italy
46,7,1,7,8,8,6,10,6,8,26,Finanace,2,Italy
46,7,1,7,4,5,6,5,4,6,26,Finanace,2,Italy
46,7,1,8,7,6,6,4,4,6,26,Finanace,2,Italy
46,7,1,7,8,8,8,5,9,7.5,26,Finanace,2,Italy
46,7,1,8,6,6,5,,,7,26,Finanace,2,Italy
46,7,1,8,7,7,7,5,5,7,26,Finanace,2,Italy
46,7,1,9,6,7,7,6,5,7,26,Finanace,2,Italy
46,7,1,8,9,8,,8,7,8,26,Finanace,2,Italy
46,7,1,8,7,9,5,6,4,6,26,Finanace,2,Italy
46,7,1,9,8,9,7,8,,8,26,Finanace,2,Italy
46,7,1,8,8,9,9,8,10,8,26,Finanace,2,Italy
46,7,1,2,5,4,3,4,2,3,26,Finanace,2,Italy
46,7,1,8,5,9,7,6,5,6,26,Finanace,2,Italy
46,7,1,10,6,6,9,5,3,6,26,Finanace,2,Italy
46,7,1,8,6,9,9,6,,5,26,Finanace,2,Italy
47,8,1,4,7,7,4,7,3,5,30,Finance&Economics,2,Italy
47,8,1,5,7,7,6,6,5,5,30,Finance&Economics,2,Italy
47,8,1,5,6,7,6,6,6,6,30,Finance&Economics,2,Italy
47,8,1,5,7,7,7,7,7,7,30,Finance&Economics,2,Italy
47,8,1,3,8,9,8,10,5,8,30,Finance&Economics,2,Italy
47,8,1,3,7,6,4,6,2,2,30,Finance&Economics,2,Italy
47,8,1,1,4,5,4,4,4,3,30,Finance&Economics,2,Italy
47,8,1,4,6,6,5,4,3,2,30,Finance&Economics,2,Italy
47,8,1,5,6,6,7,6,,6,30,Finance&Economics,2,Italy
47,8,1,5,5,5,7,7,6,8,30,Finance&Economics,2,Italy
47,8,1,2,3,4,2,6,2,4,30,Finance&Economics,2,Italy
47,8,1,7,9,8,7,8,8,6,30,Finance&Economics,2,Italy
47,8,1,4,5,6,7,7,4,6,30,Finance&Economics,2,Italy
47,8,1,3,3,5,3,5,3,5,30,Finance&Economics,2,Italy
47,8,1,5,6,8,8,7,8,6,30,Finance&Economics,2,Italy
47,8,1,1,3,5,1,2,1,1,30,Finance&Economics,2,Italy
47,8,1,3,5,7,6,6,6,5,30,Finance&Economics,2,Italy
47,8,1,7,9,7,7,4,3,8,30,Finance&Economics,2,Italy
47,8,1,5,5,8,8,5,7,7,30,Finance&Economics,2,Italy
48,9,1,7,7,7,5,6,3,6,22,Undergrad - GS,2,Israel
48,9,1,7,7,7,7,7,6,7,22,Undergrad - GS,2,Israel
48,9,1,6,6,6,8,6,5,6,22,Undergrad - GS,2,Israel
48,9,1,7,7,7,8,7,,7,22,Undergrad - GS,2,Israel
48,9,1,7,8,8,8,6,6,7,22,Undergrad - GS,2,Israel
48,9,1,6,5,5,7,6,3,4,22,Undergrad - GS,2,Israel
48,9,1,4,6,4,5,6,7,3,22,Undergrad - GS,2,Israel
48,9,1,6,6,5,6,4,4,4,22,Undergrad - GS,2,Israel
48,9,1,8,7,8,8,8,6,8,22,Undergrad - GS,2,Israel
48,9,1,7,7,5,7,5,7,8,22,Undergrad - GS,2,Israel
48,9,1,8,9,8,8,8,8,8,22,Undergrad - GS,2,Israel
48,9,1,7,8,7,9,6,4,7,22,Undergrad - GS,2,Israel
48,9,1,8,7,6,6,7,8,7,22,Undergrad - GS,2,Israel
48,9,1,5,4,3,3,2,2,4,22,Undergrad - GS,2,Israel
48,9,1,8,8,7,8,7,6,7,22,Undergrad - GS,2,Israel
48,9,1,3,1,2,2,2,3,2,22,Undergrad - GS,2,Israel
48,9,1,8,5,6,9,4,6,7,22,Undergrad - GS,2,Israel
48,9,1,8,6,5,8,5,3,8,22,Undergrad - GS,2,Israel
48,9,1,8,5,6,7,5,5,7,22,Undergrad - GS,2,Israel
49,10,1,9,9,10,9,9,8,9,25,Mathematical Finance,4,Philadelphia
49,10,1,6,7,7,5,7,4,5,25,Mathematical Finance,4,Philadelphia
49,10,1,7,7,6,7,6,7,8,25,Mathematical Finance,4,Philadelphia
49,10,1,6,,,8,,6,6,25,Mathematical Finance,4,Philadelphia
49,10,1,8,8,9,8,9,8,9,25,Mathematical Finance,4,Philadelphia
49,10,1,5,8,8,7,7,6,5,25,Mathematical Finance,4,Philadelphia
49,10,1,4,5,4,5,6,,2,25,Mathematical Finance,4,Philadelphia
49,10,1,3,5,7,5.5,5,4,4,25,Mathematical Finance,4,Philadelphia
49,10,1,7,5,6,8,6,4,5,25,Mathematical Finance,4,Philadelphia
49,10,1,8,7,7,7,7,7,9,25,Mathematical Finance,4,Philadelphia
49,10,1,7,8,8,6,7,5,7,25,Mathematical Finance,4,Philadelphia
49,10,1,6,8,9,9,6,6,7,25,Mathematical Finance,4,Philadelphia
49,10,1,6,7,8,5,7,5,7,25,Mathematical Finance,4,Philadelphia
49,10,1,7,8,8,7,8,6,7,25,Mathematical Finance,4,Philadelphia
49,10,1,7,9,9,9,9,10,8,25,Mathematical Finance,4,Philadelphia
49,10,1,4,5,8,8,10,8,8,25,Mathematical Finance,4,Philadelphia
49,10,1,6,5,5,4,4,4,3,25,Mathematical Finance,4,Philadelphia
49,10,1,9,9,9,8,5,3,7,25,Mathematical Finance,4,Philadelphia
49,10,1,5,7,7,7,9,,6,25,Mathematical Finance,4,Philadelphia
50,11,1,5,7,7,7,7,6,6,27,Law,1,Houston
50,11,1,5,6,7,7,7,7,6,27,Law,1,Houston
50,11,1,6,6,7,8,8,7,7,27,Law,1,Houston
50,11,1,6,8,,8,,,7,27,Law,1,Houston
50,11,1,9,8,9,8,10,7,8,27,Law,1,Houston
50,11,1,7,6,6,7,6,6,8,27,Law,1,Houston
50,11,1,6,5,6,7,8,4,4,27,Law,1,Houston
50,11,1,5,8,9,5,8,6,3,27,Law,1,Houston
50,11,1,7,7,7,7,7,,7,27,Law,1,Houston
50,11,1,7,7,8,8,7,7,8,27,Law,1,Houston
50,11,1,9,7,8,9,8,8,9,27,Law,1,Houston
50,11,1,7,8,8,9,8,4,6,27,Law,1,Houston
50,11,1,7,9,7,7,10,5,7,27,Law,1,Houston
50,11,1,4,4,6,6,7,4,5,27,Law,1,Houston
50,11,1,6,8,8,10,8,9,8,27,Law,1,Houston
50,11,1,5,4,8,5,8,3,5,27,Law,1,Houston
50,11,1,6,3,6,8,4,4,5,27,Law,1,Houston
50,11,1,8,8,8,9,9,7,7,27,Law,1,Houston
50,11,1,5,6,8,10,8,,7,27,Law,1,Houston
51,12,1,7,4,6,4,4,2,2,23,Law,2,Philadelphia
51,12,1,3,4,5,4,4,2,2,23,Law,2,Philadelphia
51,12,1,7,6,5,4,4,4,6,23,Law,2,Philadelphia
51,12,1,6,6,8,7,8,,7,23,Law,2,Philadelphia
51,12,1,6,5,8,7,10,8,6,23,Law,2,Philadelphia
51,12,1,6,7,6,5,6,6,6,23,Law,2,Philadelphia
51,12,1,1,2,6,1,6,2,2,23,Law,2,Philadelphia
51,12,1,5,4.5,6,4,5.5,6,4.5,23,Law,2,Philadelphia
51,12,1,6,7,7,4,6,6,6,23,Law,2,Philadelphia
51,12,1,5,5,5,2,4,3,4,23,Law,2,Philadelphia
51,12,1,4,6,5,5,5,5,5,23,Law,2,Philadelphia
51,12,1,5,6,7,6,7,5,5,23,Law,2,Philadelphia
51,12,1,7,5,9,1,9,2,3,23,Law,2,Philadelphia
51,12,1,3,3,4,2,2,2,3,23,Law,2,Philadelphia
51,12,1,8,8,6,6,7,6,7,23,Law,2,Philadelphia
51,12,1,5,2,6,2,5,4,5,23,Law,2,Philadelphia
51,12,1,7,4,7,7,6,8,6,23,Law,2,Philadelphia
51,12,1,8,7,9,8,8,3,7,23,Law,2,Philadelphia
51,12,1,3,1,8,1,9,,1,23,Law,2,Philadelphia
52,13,1,5,8,8,5,8,2,6,21,Law,2,Brooklyn
52,13,1,3,6,7,5,5,4,2,21,Law,2,Brooklyn
52,13,1,6,6,5,7,5,6,6,21,Law,2,Brooklyn
52,13,1,4,,,6,8,7,7,21,Law,2,Brooklyn
52,13,1,5,4,7,5,9,7,5,21,Law,2,Brooklyn
52,13,1,2,7,6,4,4,4,5,21,Law,2,Brooklyn
52,13,1,1,3,7,1,4,2,1,21,Law,2,Brooklyn
52,13,1,,,,,,,,21,Law,2,Brooklyn
52,13,1,6,8,8,5,7,5,8,21,Law,2,Brooklyn
52,13,1,3,7,8,6,7,5,7,21,Law,2,Brooklyn
52,13,1,3,8,8,5,5,5,6,21,Law,2,Brooklyn
52,13,1,4,7,6,6,9,4,5,21,Law,2,Brooklyn
52,13,1,9,9,8,9,7,9,8,21,Law,2,Brooklyn
52,13,1,4,4,5,4,5,3,4,21,Law,2,Brooklyn
52,13,1,6,7,10,7,7,9,7,21,Law,2,Brooklyn
52,13,1,1,5,5,2,5,2,3,21,Law,2,Brooklyn
52,13,1,2,6,6,6,4,5,5,21,Law,2,Brooklyn
52,13,1,2,9,9,3,8,3,6,21,Law,2,Brooklyn
52,13,1,3,9,9,6,9,,6,21,Law,2,Brooklyn
53,14,1,6,8,7,7,7,2,6,28,Medicine,2,Boston
53,14,1,7,7,8,6,7,8,8,28,Medicine,2,Boston
53,14,1,,,,,,,,28,Medicine,2,Boston
53,14,1,8,,,7,8,8,8,28,Medicine,2,Boston
53,14,1,7,8,9,7,8,5,7,28,Medicine,2,Boston
53,14,1,6,8,8,6,7,5,6,28,Medicine,2,Boston
53,14,1,6,4,8,3,8,2,3,28,Medicine,2,Boston
53,14,1,6,6,7,5,6,7,8,28,Medicine,2,Boston
53,14,1,9,8,8,5,7,,8,28,Medicine,2,Boston
53,14,1,7,7,8,7,9,7,9,28,Medicine,2,Boston
53,14,1,7,7,7,6,6,6,6.5,28,Medicine,2,Boston
53,14,1,7,6,9,8,9,9,7,28,Medicine,2,Boston
53,14,1,8,7,5,6,7,4,6,28,Medicine,2,Boston
53,14,1,5,4,6,3,7,3,5,28,Medicine,2,Boston
53,14,1,8,8,8,8,8,6,8,28,Medicine,2,Boston
53,14,1,9,8,8,5,6,7,7,28,Medicine,2,Boston
53,14,1,7,7,7,4,7,4,6,28,Medicine,2,Boston
53,14,1,3,9,9,3,9,5,2,28,Medicine,2,Boston
53,14,1,8,7,9,5,5,,7,28,Medicine,2,Boston
54,15,1,6,8,7,6,8,2,6,28,MBA,2,New York
54,15,1,4,5,5,4,5,4,4,28,MBA,2,New York
54,15,1,6,7,6,6,5,5,6,28,MBA,2,New York
54,15,1,6,8,,8,8,8,7,28,MBA,2,New York
54,15,1,5,8,8,6,9,6,6,28,MBA,2,New York
54,15,1,2,8,7,2,7,2,3,28,MBA,2,New York
54,15,1,2,4,7,3,6,2,1,28,MBA,2,New York
54,15,1,4,5,6.5,5,5,6,4,28,MBA,2,New York
54,15,1,6,7,6,4,6,5,6,28,MBA,2,New York
54,15,1,3,5,8,4,7,6,6,28,MBA,2,New York
54,15,1,4,5,6,4,5,5,5,28,MBA,2,New York
54,15,1,7,6,9,8,9,9,7,28,MBA,2,New York
54,15,1,5,6,5,5,6,8,5,28,MBA,2,New York
54,15,1,4,6,6,5,7,3,5,28,MBA,2,New York
54,15,1,6,8,8,6,7,9,7,28,MBA,2,New York
54,15,1,3,4,6,4,5,2,4,28,MBA,2,New York
54,15,1,4,3,4,2,3,3,3,28,MBA,2,New York
54,15,1,3,9,9,5,9,5,5,28,MBA,2,New York
54,15,1,4,8,8,5,6,,5,28,MBA,2,New York
